transaction_id	amount	sender_balance_before	sender_balance_after	receiver_balance_before	receiver_balance_after	transaction_type	hour	month_2026	day_of_week	device_type	region	is_fraud
UJ4LZ95AO	1085.93	48946.2	47860.27	18548.69	19634.62	peer	18	10	Wed	feature	Mombasa	0
UDFMAR9LE	2218.61	1191.57	0	44786.32	47004.93	paybill	2	4	Mon	feature	Nairobi	1
UEGCG8ZF2	44.06	62564.21	62520.15	24208.65	24252.71	peer	8	5	Mon	smartphone	Eldoret	0
UJB6PYMA1	2369.92	63751.93	61382.01	16899.08	19269	paybill	21	10	Fri	feature	Nairobi	0
UAF6DOHE7	1833.66	18028.2	16194.54	25225.15	27058.81	till	20	1	Wed	feature	Mombasa	0
UJU9Q44DV	453.38	40936.4	40483.02	22275.89	22729.27	paybill	6	10	Wed	smartphone	Kisumu	0
UAI4P2GAY	5115.44	52382.28	47266.84	43626	48741.44	paybill	17	1	Fri	smartphone	Nakuru	0
UEQQAVAQD	419.86	46690.15	46270.29	35900.71	36320.57	peer	7	5	Tue	smartphone	Nairobi	0
UDP8D20GM	697.93	10599.85	9901.92	13124.25	13822.18	peer	17	4	Fri	feature	Mombasa	0
UKNDDEPTL	1305.6	19595.22	18289.62	48336.71	49642.31	till	8	11	Fri	feature	Nairobi	0
ULQ9GYNSZ	4760.07	41165.04	36404.97	34506.16	39266.23	paybill	4	12	Tue	feature	Eldoret	0
ULVHTN7SU	2725.15	12934.63	10209.48	8651.19	11376.34	till	11	12	Wed	feature	Eldoret	0
UAX9E0RAG	465.45	58944.21	58478.76	2582.87	3048.32	paybill	15	1	Fri	smartphone	Kisumu	0
UCXFJJRKH	75.83	11203.62	11127.79	37364.88	37440.71	till	23	3	Sun	smartphone	Mombasa	0
UG98UZZY0	73.65	25726.61	25652.96	9612.9	9686.55	peer	9	7	Mon	smartphone	Nairobi	0
UE7ZHEZR4	555.44	41175.15	40619.71	38968.26	39523.7	peer	11	5	Tue	feature	Nairobi	0
UA61SP5OO	1108.78	78668.93	77560.15	12080.06	13188.84	peer	11	1	Wed	smartphone	Mombasa	1
UHQOVVI1Y	1715.17	48625.22	46910.05	4428.92	6144.09	till	18	8	Mon	feature	Nakuru	0
UHK5B8U8H	1694.56	39418.15	37723.59	49324.37	51018.93	peer	5	8	Wed	smartphone	Nairobi	0
UECNFU2HE	489.15	67345.6	66856.45	1517.69	2006.84	till	1	5	Mon	feature	Eldoret	0
UI58P8O85	2785.05	24842.54	22057.49	46891.29	49676.34	peer	17	9	Sat	feature	Nakuru	0
UBU2NCU22	1695.83	5905.98	4210.15	9954.67	11650.5	peer	18	2	Thu	feature	Mombasa	0
UDYVGIPAX	641.16	20393.38	19752.22	43884.61	44525.77	paybill	6	4	Tue	smartphone	Nakuru	0
UGE5EKFHO	140.75	19176.27	19035.52	10677.14	10817.89	till	23	7	Wed	feature	Mombasa	0
UKFY4W8TR	794.36	690.61	0	25456.77	26251.13	till	9	11	Fri	smartphone	Kisumu	1
UGFIL3DVY	225.05	78118.88	77893.83	47733.32	47958.37	peer	5	7	Fri	feature	Eldoret	0
UCZ8KQ86Y	2415.19	5536.18	3120.99	15845.21	18260.4	peer	4	3	Tue	smartphone	Mombasa	0
UD8BYCZNY	465.49	34635.26	34169.77	4574.38	5039.87	peer	11	4	Wed	feature	Kisumu	0
UH2OYYR2O	2059.2	28838.08	26778.88	34361.72	36420.92	till	12	8	Sun	feature	Kisumu	0
UDMINQ4O7	562.77	50887	50324.23	49647.17	50209.94	till	2	4	Thu	smartphone	Kisumu	0
UD6EGKAZA	2255.71	26417.4	24161.69	34668.88	36924.59	till	1	4	Wed	smartphone	Nakuru	0
UC1VL7UO4	2180.23	11050.52	8870.29	43110.57	45290.8	peer	14	3	Mon	feature	Kisumu	0
UCI1VEGE3	2539.98	58188.78	55648.8	34646.01	37185.99	till	11	3	Wed	smartphone	Kisumu	0
UC73KLLZC	6557.34	8442.79	1885.45	28449.16	35006.5	peer	8	3	Sat	feature	Mombasa	0
UB8YATYE7	1137.26	12593.34	11456.08	37589.91	38727.17	peer	9	2	Tue	smartphone	Mombasa	0
UF0Q6ULH3	1259.93	265.91	0	13035.44	14295.37	till	12	6	Tue	feature	Nairobi	1
UHJ4XYBRX	1095.59	14015.12	12919.53	27344.06	28439.65	till	6	8	Sun	smartphone	Eldoret	0
UG253IQQU	1880.06	4188.12	2308.06	11642.93	13522.99	paybill	2	7	Thu	smartphone	Eldoret	0
UHAKC37WM	1015.92	74379	73363.08	6230.67	7246.59	paybill	1	8	Fri	smartphone	Mombasa	0
UFLS9B7RY	1585.38	20722.8	19137.42	23199.27	24784.65	peer	1	6	Wed	smartphone	Nairobi	0
UHX8EAK8Y	214.57	36460.54	36245.97	8177.69	8392.26	peer	16	8	Sun	feature	Kisumu	0
UKYRFBENM	543.88	62092.59	61548.71	40397.87	40941.75	till	13	11	Sun	feature	Eldoret	0
ULAXUWRIE	2190.01	51548.25	49358.24	41716.24	43906.25	till	14	12	Wed	smartphone	Mombasa	0
UCGX1PZGS	1291.83	21318.05	20026.22	40338.68	41630.51	peer	19	3	Wed	feature	Mombasa	0
ULY632IIP	435.14	51153.15	50718.01	4072.36	4507.5	peer	17	12	Thu	feature	Nakuru	0
UATQSOR81	856.43	21282.55	20426.12	21600.53	22456.96	peer	9	1	Thu	smartphone	Nairobi	0
UARFDX89I	10437.78	13152.02	2714.24	5215.65	15653.43	till	22	1	Fri	smartphone	Nairobi	0
UHX4PZJ42	235.89	42302.32	42066.43	23363.05	23598.94	paybill	1	8	Thu	feature	Nairobi	0
UCH8HYF87	169.27	34910.2	34740.93	6454.31	6623.58	till	22	3	Mon	feature	Mombasa	0
UCM94UZXY	2033.93	4039.79	2005.86	12873.96	14907.89	peer	12	3	Sat	feature	Kisumu	0
UAN3W9HX6	218.69	10769.39	10550.7	19334.82	19553.51	till	20	1	Sun	feature	Nakuru	0
UB4EBO2J3	2581.75	66814.41	64232.66	35517.58	38099.33	till	20	2	Wed	smartphone	Mombasa	1
UE1XLAXHN	179.03	74594.62	74415.59	42910.34	43089.37	peer	8	5	Fri	feature	Eldoret	0
UDUZXNLJR	280.58	79814.01	79533.43	13177.57	13458.15	paybill	6	4	Fri	smartphone	Nakuru	0
UKXNPZCU7	490.95	52372.21	51881.26	49910	50400.95	paybill	19	11	Wed	smartphone	Mombasa	0
UKDZVHLTM	116.88	66926.65	66809.77	48721.97	48838.85	paybill	0	11	Sun	smartphone	Eldoret	0
UAJPFAWXD	5569.88	65764.96	60195.08	32315.5	37885.38	peer	3	1	Tue	feature	Mombasa	0
UDU1P8OTX	1563.39	43181.37	41617.98	12754.67	14318.06	till	2	4	Fri	feature	Nairobi	0
UBFRRCV1E	2190.73	35186.54	32995.81	1997.4	4188.13	till	10	2	Sun	smartphone	Mombasa	0
UFZ8TRTM4	674.82	5232.66	4557.84	29634.8	30309.62	till	17	6	Sat	feature	Nakuru	0
UBVWNLBS0	2614.76	34208.89	31594.13	23451.25	26066.01	paybill	8	2	Tue	smartphone	Mombasa	0
UCBEC41RN	3958.25	22086.09	18127.84	19898.02	23856.27	till	9	3	Sat	feature	Nairobi	0
UHABF8QLT	4020.92	77808.2	73787.28	18003	22023.92	paybill	14	8	Thu	feature	Kisumu	0
UHV75D3NM	974.75	65369.53	64394.78	37477.28	38452.03	peer	13	8	Wed	feature	Eldoret	0
UAOMZQB09	1803.63	4661.84	2858.21	17152.59	18956.22	till	11	1	Tue	feature	Nairobi	0
UBDWXEZIH	1649.13	3279.79	1630.66	29884.12	31533.25	till	15	2	Thu	smartphone	Nakuru	0
UFMFFOHK9	3056.83	35978.12	32921.29	22965.18	26022.01	till	12	6	Wed	feature	Mombasa	0
UGMKXI915	120.14	58972.43	58852.29	25052.01	25172.15	paybill	21	7	Sat	smartphone	Eldoret	0
ULJC6WO7V	1275.62	67123.26	65847.64	43856.02	45131.64	peer	5	12	Sun	feature	Kisumu	0
UJQI55JSY	417.94	53765.65	53347.71	16695.12	17113.06	till	20	10	Tue	smartphone	Kisumu	0
UAVSE00HU	440.07	65658.55	65218.48	38001.75	38441.82	till	21	1	Sun	feature	Mombasa	0
UDF891QCG	74.99	35099.72	35024.73	17119.76	17194.75	peer	13	4	Thu	feature	Nairobi	0
UIMKZOM2E	1186.06	54734.68	53548.62	37655.94	38842	peer	14	9	Tue	smartphone	Kisumu	0
UEKPK7FVU	1949.91	15139.75	13189.84	9212.43	11162.34	peer	3	5	Sat	feature	Nairobi	0
UC2H5LOMZ	88.04	31787.59	31699.55	6243.5	6331.54	paybill	22	3	Fri	feature	Nairobi	0
UATP37V7J	1118.07	45864.35	44746.28	40974.78	42092.85	paybill	15	1	Tue	feature	Nakuru	0
UGNDITN5K	593.43	22796.27	22202.84	49738.75	50332.18	paybill	8	7	Tue	smartphone	Kisumu	0
UDHQGOXAI	5096.96	20906.21	15809.25	41919.98	47016.94	till	18	4	Thu	feature	Nairobi	0
UAB29XZ6U	1886.17	71459.79	69573.62	34470.86	36357.03	till	4	1	Mon	smartphone	Eldoret	0
UKXR6CJ9K	500.69	24534.5	24033.81	37961.95	38462.64	peer	13	11	Tue	smartphone	Nairobi	0
UF8F3VKOG	1450.38	50304.93	48854.55	9205.07	10655.45	till	22	6	Sun	smartphone	Eldoret	0
UDE9WIEEO	167.49	48220.28	48052.79	16116.24	16283.73	peer	2	4	Tue	smartphone	Mombasa	0
UAHJQCYYP	2250.16	66773.21	64523.05	2810.7	5060.86	peer	17	1	Thu	feature	Mombasa	0
UHVM3I0GX	2064.64	76029.53	73964.89	14996.92	17061.56	peer	6	8	Tue	smartphone	Mombasa	0
UI13GBJ72	29.03	2737.65	2708.62	47696.84	47725.87	till	0	9	Wed	feature	Eldoret	0
UJ327AQFF	353.43	57006.39	56652.96	8794.51	9147.94	paybill	2	10	Mon	feature	Nairobi	0
UH3Z6J5Q1	402.57	3941.51	3538.94	24178.73	24581.3	paybill	11	8	Sat	feature	Nairobi	0
UEOW37GJN	22.13	60742.25	60720.12	25030.98	25053.11	peer	9	5	Fri	feature	Kisumu	0
UKQFS7GLB	3641.97	60322.24	56680.27	12668.97	16310.94	till	15	11	Wed	feature	Mombasa	0
UIKJS08RW	3381.79	54706.01	51324.22	29684.23	33066.02	peer	14	9	Sun	smartphone	Nakuru	0
UCD9EQSIM	2108.69	72939.47	70830.78	46400.71	48509.4	paybill	18	3	Sun	smartphone	Nairobi	0
UH45RY27V	271.24	23450.69	23179.45	14740.86	15012.1	till	10	8	Fri	feature	Nairobi	0
UCV06DDG6	656.71	66659.44	66002.73	22890.25	23546.96	till	22	3	Wed	smartphone	Kisumu	0
UIQFMKFNN	449.55	71675.68	71226.13	5173.75	5623.3	paybill	16	9	Fri	feature	Mombasa	0
UD0ATH9KP	1603.13	49133.29	47530.16	11154.32	12757.45	peer	8	4	Wed	feature	Mombasa	0
UJULJAF4W	1183.39	75662.64	74479.25	33841	35024.39	till	20	10	Sat	feature	Eldoret	0
UJ1L2QJZG	538.42	5775.89	5237.47	40915.39	41453.81	till	23	10	Tue	smartphone	Nairobi	0
ULLIG7R2F	613.49	8462.37	7848.88	21147.18	21760.67	peer	22	12	Mon	feature	Eldoret	0
UGMD3EXU7	2381.36	10512.6	8131.24	32171.45	34552.81	paybill	18	7	Mon	smartphone	Nairobi	0
UGHFL1ZOP	329.44	43644.08	43314.64	4339.15	4668.59	till	20	7	Sun	smartphone	Kisumu	0
UC30X8BNM	405.45	28389.76	27984.31	32791.04	33196.49	till	17	3	Mon	feature	Nakuru	0
UDHDX1BJT	1155.94	17542.42	16386.48	2734.66	3890.6	till	20	4	Sun	smartphone	Nairobi	0
UKD4D32NK	26.74	13858.58	13831.84	21549.19	21575.93	peer	21	11	Sat	feature	Nairobi	0
UC5TT9KA1	1071.62	66608.04	65536.42	49581.22	50652.84	paybill	18	3	Wed	smartphone	Eldoret	0
UE914YBNU	268	646.58	378.58	23350.89	23618.89	paybill	19	5	Thu	feature	Nakuru	0
UFS18WK50	1735.88	10631.37	8895.49	44352.14	46088.02	peer	6	6	Fri	feature	Mombasa	0
UDKGVZPFC	482.43	62477.87	61995.44	45509.81	45992.24	paybill	8	4	Sat	smartphone	Mombasa	0
UEFJH9KRS	723.92	39190.19	38466.27	10887.44	11611.36	till	11	5	Sun	smartphone	Nairobi	0
UH5Q3OV9J	122.31	60994.16	60871.85	46808.83	46931.14	peer	4	8	Sat	smartphone	Nairobi	0
ULH0AHPO0	4239.01	76231.47	71992.46	11966.61	16205.62	till	16	12	Mon	smartphone	Eldoret	0
UF70TGO5A	1467.7	5476.04	4008.34	13399.86	14867.56	paybill	3	6	Sun	smartphone	Nairobi	0
UD56TAMY7	3649.18	57712.27	54063.09	12857.62	16506.8	till	17	4	Tue	smartphone	Kisumu	0
UHOZFQPII	1906.17	30088.18	28182.01	31337.67	33243.84	peer	14	8	Sun	feature	Nairobi	0
UD3O0SW58	236.91	71861.9	71624.99	46771.24	47008.15	paybill	11	4	Tue	feature	Mombasa	0
UBIT8D9GX	5853.37	47723.88	41870.51	5372.53	11225.9	peer	17	2	Tue	smartphone	Nakuru	0
UKTS8MG00	25.59	73017.14	72991.55	8867.57	8893.16	paybill	17	11	Wed	smartphone	Nairobi	0
UHRDB103G	10.6	6235.98	6225.38	20685.3	20695.9	till	5	8	Fri	smartphone	Nakuru	0
